SB,retro
15.770383432780736,retro_0
14.84265288444786,retro_1
14.58899519504696,retro_2
14.252658876445881,retro_3
14.376060873151435,retro_4
14.164555993878576,retro_5
14.861153263965475,retro_6
12.981388260335544,retro_7
11.740003445100141,retro_8
12.631627362908613,retro_9
13.498960317522643,retro_10
