year,spawn_biom,retro
1975,68.26479730259902,retro_0
1976,68.89755823553146,retro_0
1977,69.05708994744677,retro_0
1978,68.85901610568276,retro_0
1979,69.19203142478993,retro_0
1980,67.46897524650299,retro_0
1981,68.42331448574791,retro_0
1982,70.78558080789544,retro_0
1983,73.9118334964604,retro_0
1984,77.44876944988711,retro_0
1985,79.27772556105074,retro_0
1986,79.16201176570681,retro_0
1987,76.75765785391923,retro_0
1988,73.42511331299026,retro_0
1989,69.34049535911413,retro_0
1990,65.28041147578084,retro_0
1991,61.19676522892986,retro_0
1992,56.65338434784733,retro_0
1993,51.7083468291987,retro_0
1994,46.280678576623245,retro_0
1995,41.693325614965076,retro_0
1996,37.418452246671464,retro_0
1997,33.33480934636178,retro_0
1998,29.753356102512104,retro_0
1999,26.587337654861592,retro_0
2000,24.875668643553738,retro_0
2001,23.66738480697307,retro_0
2002,23.205632834989245,retro_0
2003,23.03011255276105,retro_0
2004,22.720210555540433,retro_0
2005,22.170663290010086,retro_0
2006,21.4073335953876,retro_0
2007,20.519313718860765,retro_0
2008,19.694411726223414,retro_0
2009,18.877024144488345,retro_0
2010,18.14182961623298,retro_0
2011,17.4297835741904,retro_0
2012,16.915589118611813,retro_0
2013,16.325599943777387,retro_0
2014,15.748148484194369,retro_0
2015,15.33720979104276,retro_0
2016,14.89334382468415,retro_0
2017,14.909161239783375,retro_0
2018,15.567163134394885,retro_0
2019,16.21433455135125,retro_0
2020,17.947796350024902,retro_0
2021,20.2595416657407,retro_0
2022,22.585365844607402,retro_0
2023,24.727350949054568,retro_0
1975,68.01483329312796,retro_1
1976,68.7747083797308,retro_1
1977,69.29206078851404,retro_1
1978,69.5548179767246,retro_1
1979,69.08691531101638,retro_1
1980,69.68177334666032,retro_1
1981,68.55149122091682,retro_1
1982,70.02840780766678,retro_1
1983,73.64282901623427,retro_1
1984,76.80431436030199,retro_1
1985,79.56012970535774,retro_1
1986,79.3116302371247,retro_1
1987,76.98417072735349,retro_1
1988,73.51573409253845,retro_1
1989,69.43361450545977,retro_1
1990,65.34802436924227,retro_1
1991,61.279457885684,retro_1
1992,56.748244406619314,retro_1
1993,51.786216825450765,retro_1
1994,46.34674630409407,retro_1
1995,41.769760530082266,retro_1
1996,37.48139320998969,retro_1
1997,33.400648837207356,retro_1
1998,29.81657562462652,retro_1
1999,26.640940110308215,retro_1
2000,24.93379439851015,retro_1
2001,23.72790676059679,retro_1
2002,23.269201973922335,retro_1
2003,23.096655852032256,retro_1
2004,22.792150555614864,retro_1
2005,22.246944586269613,retro_1
2006,21.48692727778148,retro_1
2007,20.602184590558355,retro_1
2008,19.779950276607398,retro_1
2009,18.97533491318398,retro_1
2010,18.242737766045007,retro_1
2011,17.539347303305142,retro_1
2012,17.041708214890626,retro_1
2013,16.469384022040714,retro_1
2014,15.91342516472964,retro_1
2015,15.5348252317255,retro_1
2016,15.115098127400923,retro_1
2017,15.20653758084498,retro_1
2018,15.843245694537881,retro_1
2019,16.544132800550813,retro_1
2020,18.225612991004482,retro_1
2021,20.265921048377198,retro_1
2022,22.066981359655628,retro_1
1975,67.91069420570265,retro_2
1976,68.67584395065593,retro_2
1977,69.20621203472298,retro_2
1978,69.47733837558448,retro_2
1979,69.00977899121196,retro_2
1980,69.59763344238085,retro_2
1981,68.44184046946995,retro_2
1982,69.90027512838053,retro_2
1983,73.50713927559073,retro_2
1984,76.66406572583446,retro_2
1985,79.41956919749656,retro_2
1986,79.16715046572257,retro_2
1987,76.83624160113251,retro_2
1988,73.36501996391524,retro_2
1989,69.28334973683705,retro_2
1990,65.19993907581653,retro_2
1991,61.13554407163075,retro_2
1992,56.60451553373522,retro_2
1993,51.64878745118683,retro_2
1994,46.21296289224663,retro_2
1995,41.63746626433856,retro_2
1996,37.35237840235966,retro_2
1997,33.27282760485822,retro_2
1998,29.692256122012544,retro_2
1999,26.519504868453858,retro_2
2000,24.81634666816357,retro_2
2001,23.614325672131262,retro_2
2002,23.159188152184434,retro_2
2003,22.991432995552845,retro_2
2004,22.691157242589085,retro_2
2005,22.150943729099943,retro_2
2006,21.39573057712599,retro_2
2007,20.517679360954222,retro_2
2008,19.70275183878687,retro_2
2009,18.910228452009253,retro_2
2010,18.19317017272972,retro_2
2011,17.507893187235027,retro_2
2012,17.036944964041894,retro_2
2013,16.498456331080206,retro_2
2014,15.97237983276568,retro_2
2015,15.644260554523289,retro_2
2016,15.246597064112356,retro_2
2017,15.370937577965645,retro_2
2018,15.865433508833632,retro_2
2019,16.547445548788215,retro_2
2020,17.862179309874026,retro_2
2021,19.156397050253478,retro_2
1975,67.75880255595159,retro_3
1976,68.5331332262375,retro_3
1977,69.08494467907168,retro_3
1978,69.3708962798257,retro_3
1979,68.90609124852831,retro_3
1980,69.48598896117318,retro_3
1981,68.29374394869551,retro_3
1982,69.7269440193018,retro_3
1983,73.32592831163957,retro_3
1984,76.47962308532186,retro_3
1985,79.23820114281104,retro_3
1986,78.98255366825231,retro_3
1987,76.6484531407901,retro_3
1988,73.17492049012468,retro_3
1989,69.09453142773417,retro_3
1990,65.01447405721753,retro_3
1991,60.95307911004255,retro_3
1992,56.42947638594476,retro_3
1993,51.47828269977061,retro_3
1994,46.04652359026789,retro_3
1995,41.47593533602954,retro_3
1996,37.19495787145873,retro_3
1997,33.12050598870224,retro_3
1998,29.54429835539888,retro_3
1999,26.37543774014593,retro_3
2000,24.67447031625595,retro_3
2001,23.47069759358133,retro_3
2002,23.013366915380608,retro_3
2003,22.839805908828648,retro_3
2004,22.533002829583793,retro_3
2005,21.987384666173014,retro_3
2006,21.227853314466252,retro_3
2007,20.348606467900797,retro_3
2008,19.53346375529307,retro_3
2009,18.747050075262337,retro_3
2010,18.037896641670823,retro_3
2011,17.365293275584705,retro_3
2012,16.917221187408945,retro_3
2013,16.400220592007162,retro_3
2014,15.903487893949187,retro_3
2015,15.60437958750849,retro_3
2016,15.217820284293332,retro_3
2017,15.285895329607277,retro_3
2018,15.697497922621396,retro_3
2019,16.212527887514582,retro_3
2020,17.085752852219105,retro_3
1975,67.70640196531244,retro_4
1976,68.36124930791503,retro_4
1977,68.5510170458057,retro_4
1978,68.35633136622779,retro_4
1979,68.6872761827196,retro_4
1980,66.87241577815647,retro_4
1981,67.77504134974683,retro_4
1982,70.07728261846196,retro_4
1983,73.16062898612326,retro_4
1984,76.68483138802209,retro_4
1985,78.48202318796798,retro_4
1986,78.34812976824658,retro_4
1987,75.92423729927019,retro_4
1988,72.58390365051393,retro_4
1989,68.50225963357367,retro_4
1990,64.45523612303482,retro_4
1991,60.39092427461164,retro_4
1992,55.86884215124158,retro_4
1993,50.945058529893885,retro_4
1994,45.538109198802914,retro_4
1995,40.96914980026945,retro_4
1996,36.71437434088214,retro_4
1997,32.649983699146894,retro_4
1998,29.086821360097325,retro_4
1999,25.93875556700521,retro_4
2000,24.23702080053297,retro_4
2001,23.03277407480415,retro_4
2002,22.569024181752084,retro_4
2003,22.38410161594451,retro_4
2004,22.066058726079458,retro_4
2005,21.5084715745126,retro_4
2006,20.742160660550233,retro_4
2007,19.86071862222947,retro_4
2008,19.046472701914237,retro_4
2009,18.26082539201519,retro_4
2010,17.566774200989634,retro_4
2011,16.911604032127165,retro_4
2012,16.486370535481928,retro_4
2013,15.99683237002161,retro_4
2014,15.535487724497113,retro_4
2015,15.30182725967164,retro_4
2016,14.984798365518001,retro_4
2017,15.09574362763665,retro_4
2018,15.612866934321987,retro_4
2019,16.28378119099912,retro_4
1975,66.84790993630449,retro_5
1976,67.60543963792915,retro_5
1977,68.13754842386972,retro_5
1978,68.41132241500658,retro_5
1979,67.94362999900355,retro_5
1980,68.50291974897809,retro_5
1981,67.33167675382869,retro_5
1982,68.74358028405942,retro_5
1983,72.27848383134341,retro_5
1984,75.36656860660699,retro_5
1985,78.05992123767328,retro_5
1986,77.77511524952345,retro_5
1987,75.43475934787709,retro_5
1988,71.97202690329343,retro_5
1989,67.91041525931942,retro_5
1990,63.85801809642728,retro_5
1991,59.828255962460474,retro_5
1992,55.336065131354616,retro_5
1993,50.417475821967514,retro_5
1994,45.02008378409087,retro_5
1995,40.48376120532465,retro_5
1996,36.23890314381274,retro_5
1997,32.201091333987755,retro_5
1998,28.653418808267922,retro_5
1999,25.512848046677842,retro_5
2000,23.82338620415016,retro_5
2001,22.62129275941186,retro_5
2002,22.151133409790624,retro_5
2003,21.9550790740625,retro_5
2004,21.623349952613715,retro_5
2005,21.050426489392393,retro_5
2006,20.27271151937287,retro_5
2007,19.382739660831444,retro_5
2008,18.566948517454495,retro_5
2009,17.790291682160568,retro_5
2010,17.106799193220983,retro_5
2011,16.4669978036322,retro_5
2012,16.068634219849407,retro_5
2013,15.613651024735544,retro_5
2014,15.188468920525844,retro_5
2015,15.04371557968633,retro_5
2016,14.829548521440886,retro_5
2017,15.025635241779879,retro_5
2018,15.810604541333364,retro_5
1975,67.179568972260725,retro_6
1976,67.81151382843976,retro_6
1977,67.97567300721978,retro_6
1978,67.7728463939625,retro_6
1979,68.08967272315383,retro_6
1980,66.32222501516702,retro_6
1981,67.22458970740239,retro_6
1982,69.52435207895857,retro_6
1983,72.57902532443141,retro_6
1984,76.04479698190835,retro_6
1985,77.8091962911168,retro_6
1986,77.64877232978623,retro_6
1987,75.22386861256403,retro_6
1988,71.88713117270714,retro_6
1989,67.8245272659325,retro_6
1990,63.79700393050661,retro_6
1991,59.74699179774375,retro_6
1992,55.23845560000617,retro_6
1993,50.33108341259646,retro_6
1994,44.94558750372865,retro_6
1995,40.401162961621715,retro_6
1996,36.174956021756195,retro_6
1997,32.13964742208882,retro_6
1998,28.60248803066486,retro_6
1999,25.479049657445533,retro_6
2000,23.796540670661848,retro_6
2001,22.60329091901022,retro_6
2002,22.143698000867847,retro_6
2003,21.956538409957155,retro_6
2004,21.62714307003103,retro_6
2005,21.05457615960941,retro_6
2006,20.27412678424504,retro_6
2007,19.383427208737157,retro_6
2008,18.56499832680392,retro_6
2009,17.793917752702683,retro_6
2010,17.1192162193342,retro_6
2011,16.49639356428297,retro_6
2012,16.13181121765461,retro_6
2013,15.726416234379093,retro_6
2014,15.330376236011425,retro_6
2015,15.216050011576083,retro_6
2016,15.320270810753348,retro_6
2017,15.528172665796776,retro_6
1975,66.4636570554929,retro_7
1976,67.25466734915327,retro_7
1977,67.868577322562615,retro_7
1978,68.20062665264074,retro_7
1979,67.74708302556338,retro_7
1980,68.28037990583725,retro_7
1981,66.97720522201918,retro_7
1982,68.30105783187575,retro_7
1983,71.81446175242426,retro_7
1984,74.89686421104496,retro_7
1985,77.60672626511459,retro_7
1986,77.31293360594545,retro_7
1987,74.94758392388289,retro_7
1988,71.4830023114193,retro_7
1989,67.43088073122456,retro_7
1990,63.38039549384627,retro_7
1991,59.35505627623488,retro_7
1992,54.86656164198261,retro_7
1993,49.95855451737934,retro_7
1994,44.57917187017389,retro_7
1995,40.06808649184794,retro_7
1996,35.85043849836315,retro_7
1997,31.838904592610287,retro_7
1998,28.317544459845724,retro_7
1999,25.19943058626244,retro_7
2000,23.53147469804994,retro_7
2001,22.345447224643088,retro_7
2002,21.88856771246444,retro_7
2003,21.699792598167143,retro_7
2004,21.369223399212494,retro_7
2005,20.792255252267555,retro_7
2006,20.008008124755715,retro_7
2007,19.11247442586286,retro_7
2008,18.29095719407092,retro_7
2009,17.531857411597997,retro_7
2010,16.85794912062476,retro_7
2011,16.247343520553354,retro_7
2012,15.893336132074548,retro_7
2013,15.50308841243631,retro_7
2014,15.085784809483586,retro_7
2015,14.696477448964844,retro_7
2016,14.248013069566895,retro_7
1975,66.56009086638953,retro_8
1976,67.3999601331204,retro_8
1977,68.13850810051001,retro_8
1978,68.5664684480064,retro_8
1979,68.14978555515451,retro_8
1980,68.66825558918102,retro_8
1981,67.19151755217439,retro_8
1982,68.41940186243335,retro_8
1983,71.94948291779552,retro_8
1984,75.07420575866826,retro_8
1985,77.85429882891302,retro_8
1986,77.57204045202305,retro_8
1987,75.19880907844271,retro_8
1988,71.70995189158569,retro_8
1989,67.64227904798777,retro_8
1990,63.58195958656814,retro_8
1991,59.54972762511622,retro_8
1992,55.0545684580388,retro_8
1993,50.13502668056272,retro_8
1994,44.74660396682943,retro_8
1995,40.22994848894102,retro_8
1996,36.00773532920211,retro_8
1997,31.99290878408414,retro_8
1998,28.47727102892793,retro_8
1999,25.36071700496003,retro_8
2000,23.708488590373634,retro_8
2001,22.54069670626792,retro_8
2002,22.105498567772933,retro_8
2003,21.94156156068066,retro_8
2004,21.624867668453494,retro_8
2005,21.05719455756793,retro_8
2006,20.267692929226865,retro_8
2007,19.364514017653786,retro_8
2008,18.52617097450545,retro_8
2009,17.757996367889447,retro_8
2010,17.063240021072403,retro_8
2011,16.441617730404683,retro_8
2012,16.07540074325406,retro_8
2013,15.640881490785638,retro_8
2014,15.163352801405766,retro_8
2015,14.61996710687379,retro_8
1975,66.36093408653261,retro_9
1976,67.03299762650727,retro_9
1977,67.25038194913664,retro_9
1978,67.05541551807242,retro_9
1979,67.37565981683733,retro_9
1980,65.45989032268695,retro_9
1981,66.2815234423598,retro_9
1982,68.50650626728462,retro_9
1983,71.51176542309052,retro_9
1984,74.9704792203019,retro_9
1985,76.68915340246441,retro_9
1986,76.49831312199423,retro_9
1987,74.03227283655765,retro_9
1988,70.70169711133964,retro_9
1989,66.65086588146424,retro_9
1990,62.637790608243286,retro_9
1991,58.60769839038632,retro_9
1992,54.121604370927834,retro_9
1993,49.24484069015917,retro_9
1994,43.89653796525855,retro_9
1995,39.39635767100474,retro_9
1996,35.219314995634136,retro_9
1997,31.232509955570688,retro_9
1998,27.751462397840626,retro_9
1999,24.677070118684252,retro_9
2000,23.05041724424293,retro_9
2001,21.90490164425138,retro_9
2002,21.490461142620894,retro_9
2003,21.33713959699996,retro_9
2004,21.020897712619885,retro_9
2005,20.4419417261823,retro_9
2006,19.636321404234142,retro_9
2007,18.712553799024857,retro_9
2008,17.850999158017935,retro_9
2009,17.041151702051238,retro_9
2010,16.326633584860836,retro_9
2011,15.671250952282142,retro_9
2012,15.28654085392488,retro_9
2013,14.870146036228487,retro_9
2014,14.458554580802417,retro_9
1975,65.76747032681611,retro_10
1976,66.51908823416296,retro_10
1977,67.0593843981964,retro_10
1978,67.33788970901804,retro_10
1979,66.86410673466962,retro_10
1980,67.38273314866862,retro_10
1981,66.16735166785506,retro_10
1982,67.51276823079587,retro_10
1983,70.9675107574391,retro_10
1984,73.9778306034987,retro_10
1985,76.61107394542267,retro_10
1986,76.28517550167592,retro_10
1987,73.9075321145696,retro_10
1988,70.45499210648214,retro_10
1989,66.41987165289869,retro_10
1990,62.39254320133307,retro_10
1991,58.391251632797584,retro_10
1992,53.931777513269225,retro_10
1993,49.05635374114047,retro_10
1994,43.71125666273857,retro_10
1995,39.236934280553065,retro_10
1996,35.06272751852849,retro_10
1997,31.09853690898137,retro_10
1998,27.63344387531459,retro_10
1999,24.573448656028365,retro_10
2000,22.972469066962827,retro_10
2001,21.85554835984855,retro_10
2002,21.465604138111473,retro_10
2003,21.32891890998831,retro_10
2004,21.02183087467034,retro_10
2005,20.43891636621536,retro_10
2006,19.62182086674221,retro_10
2007,18.671854023240776,retro_10
2008,17.787487240985506,retro_10
2009,16.921174842358685,retro_10
2010,16.209959145752826,retro_10
2011,15.505070193330438,retro_10
2012,15.142689533441263,retro_10
2013,14.883896220714862,retro_10
