year,Fmort,retro
1975,0.015506554822280758,retro_0
1976,0.015042918396744239,retro_0
1977,0.008588477081631676,retro_0
1978,0.012093911302100585,retro_0
1979,0.018486730056642385,retro_0
1980,0.013680672250679189,retro_0
1981,0.0105302372386099,retro_0
1982,0.01203878878614815,retro_0
1983,0.017249297461710025,retro_0
1984,0.01570343960549393,retro_0
1985,0.02516729868578218,retro_0
1986,0.0355401029391532,retro_0
1987,0.03371183922764138,retro_0
1988,0.03802232550251403,retro_0
1989,0.03552328649319332,retro_0
1990,0.03329471405738697,retro_0
1991,0.042606482374138235,retro_0
1992,0.049789625345007166,retro_0
1993,0.07392615694101706,retro_0
1994,0.0670187234876097,retro_0
1995,0.07154609666291893,retro_0
1996,0.08240525232238553,retro_0
1997,0.09397403292449683,retro_0
1998,0.10489692338206408,retro_0
1999,0.07583679816424943,retro_0
2000,0.08312515697652424,retro_0
2001,0.06207675128664315,retro_0
2002,0.05910564198768369,retro_0
2003,0.05953661285330258,retro_0
2004,0.06615197361189004,retro_0
2005,0.06267480428730292,retro_0
2006,0.06365464296202303,retro_0
2007,0.05016702295424886,retro_0
2008,0.05256542272371765,retro_0
2009,0.040154749265140746,retro_0
2010,0.03976092185497375,retro_0
2011,0.03453192396044789,retro_0
2012,0.040199909773198775,retro_0
2013,0.04077769315808974,retro_0
2014,0.034589234271973704,retro_0
2015,0.03591084893502616,retro_0
2016,0.030740185567764904,retro_0
2017,0.033292758010774415,retro_0
2018,0.03879971355050327,retro_0
2019,0.038852010064550725,retro_0
2020,0.042883799000152434,retro_0
2021,0.037063265491845444,retro_0
2022,0.0361301977825765,retro_0
1975,0.015572308791243623,retro_1
1976,0.015101787509149764,retro_1
1977,0.008596717201994512,retro_1
1978,0.01203397204415692,retro_1
1979,0.018242986148379044,retro_1
1980,0.01343634628147998,retro_1
1981,0.010451661163023342,retro_1
1982,0.011999206394267934,retro_1
1983,0.01735725715400878,retro_1
1984,0.015943932395251628,retro_1
1985,0.02507626627708131,retro_1
1986,0.03523762005389153,retro_1
1987,0.034226220491184615,retro_1
1988,0.03746106951946336,retro_1
1989,0.03552288538806688,retro_1
1990,0.033306492476989205,retro_1
1991,0.042369410110030134,retro_1
1992,0.049923014356958915,retro_1
1993,0.07388916694540638,retro_1
1994,0.06667263137915115,retro_1
1995,0.07167570141377223,retro_1
1996,0.08204622615926985,retro_1
1997,0.0937506163221861,retro_1
1998,0.1050229336803258,retro_1
1999,0.07554380176046713,retro_1
2000,0.08293051912551712,retro_1
2001,0.06192231890473742,retro_1
2002,0.05907842561770137,retro_1
2003,0.05932361558159514,retro_1
2004,0.06597207187869902,retro_1
2005,0.062491243558297216,retro_1
2006,0.06345158908702135,retro_1
2007,0.049991614437177166,retro_1
2008,0.05236514746583432,retro_1
2009,0.039968022547975074,retro_1
2010,0.03956591166988123,retro_1
2011,0.03433814946279981,retro_1
2012,0.03993269578411627,retro_1
2013,0.04045052426067137,retro_1
2014,0.03425945495981402,retro_1
2015,0.03550709318933191,retro_1
2016,0.030332739168431714,retro_1
2017,0.03274304886397558,retro_1
2018,0.0379743516978824,retro_1
2019,0.03782441647045959,retro_1
2020,0.0417519311977268,retro_1
2021,0.03660462383715276,retro_1
1975,0.015596887565364573,retro_2
1976,0.01512455777393885,retro_2
1977,0.008608242603508079,retro_2
1978,0.012047732033276744,retro_2
1979,0.01826151516037146,retro_2
1980,0.01345180617615479,retro_2
1981,0.010467023135748394,retro_2
1982,0.012018970255715002,retro_2
1983,0.01738963503551614,retro_2
1984,0.015974235008169368,retro_2
1985,0.02512124550756474,retro_2
1986,0.03530259135247019,retro_2
1987,0.03429360819907114,retro_2
1988,0.03753359271427173,retro_2
1989,0.03559827008488341,retro_2
1990,0.0333809942229439,retro_2
1991,0.042468986336047114,retro_2
1992,0.05004898203727513,retro_2
1993,0.07408585297445998,retro_2
1994,0.06686457620290286,retro_2
1995,0.07190282711640326,retro_2
1996,0.08233337954925787,retro_2
1997,0.0941189401526159,retro_2
1998,0.10548483184296838,retro_2
1999,0.07589650649863662,retro_2
2000,0.08334833987854126,retro_2
2001,0.06223440894074937,retro_2
2002,0.05937375210798792,retro_2
2003,0.05961221884817894,retro_2
2004,0.06628326794381381,retro_2
2005,0.062781958407679,retro_2
2006,0.0637417089966775,retro_2
2007,0.05021468860225211,retro_2
2008,0.05259056658002188,retro_2
2009,0.040126022818145195,retro_2
2010,0.03970157960296274,retro_2
2011,0.034425005326524274,retro_2
2012,0.039977357468895414,retro_2
2013,0.04041965496245126,retro_2
2014,0.03416497867936723,retro_2
2015,0.03532664302932399,retro_2
2016,0.03009260036787594,retro_2
2017,0.03235638224006134,retro_2
2018,0.0373757652518908,retro_2
2019,0.03732084747978945,retro_2
2020,0.04201080694933043,retro_2
1975,0.015633066830223512,retro_3
1976,0.015157787009180796,retro_3
1977,0.008624780234987223,retro_3
1978,0.012066946151871615,retro_3
1979,0.018286458981664446,retro_3
1980,0.013472459492754859,retro_3
1981,0.010487824707474532,retro_3
1982,0.01204562831999891,retro_3
1983,0.017433378192212617,retro_3
1984,0.016014725294410264,retro_3
1985,0.025180049931707686,retro_3
1986,0.03538656336194164,retro_3
1987,0.03438019168781154,retro_3
1988,0.03762503252692665,retro_3
1989,0.03569364204529872,retro_3
1990,0.03347504679439142,retro_3
1991,0.042594158250306303,retro_3
1992,0.05020664196801713,retro_3
1993,0.07433145730933662,retro_3
1994,0.06710245193557614,retro_3
1995,0.0721850711503854,retro_3
1996,0.0826843435293355,retro_3
1997,0.09456231390084661,retro_3
1998,0.10603990773644692,retro_3
1999,0.07632901213257713,retro_3
2000,0.0838540192524278,retro_3
2001,0.06262996385072771,retro_3
2002,0.05976924500885387,retro_3
2003,0.06002682075471444,retro_3
2004,0.0667782994359921,retro_3
2005,0.0632810802872995,retro_3
2006,0.0642812473649496,retro_3
2007,0.050660235259386906,retro_3
2008,0.0530800879764426,retro_3
2009,0.04050786592580944,retro_3
2010,0.040080522873793746,retro_3
2011,0.03474100183092902,retro_3
2012,0.04031351990928686,retro_3
2013,0.040712860055983215,retro_3
2014,0.03436406562315249,retro_3
2015,0.03547717742590546,retro_3
2016,0.030165950066855074,retro_3
2017,0.03236056927153267,retro_3
2018,0.037371777834165024,retro_3
2019,0.03767217288358466,retro_3
1975,0.01563759429170392,retro_4
