retro,mgc
retro_0,5.92140578839162e-4
retro_1,5.4855292050765e-4
retro_2,2.888587291453948e-4
retro_3,3.0847364176542214e-4
retro_4,3.0017912716145956e-4
retro_5,3.0547625864194136e-4
retro_6,4.411575328496918e-4
retro_7,0.0019570957980266646
retro_8,2.7091979788318454e-4
retro_9,9.090670724977105e-4
retro_10,2.26480620706071e-4
