year,index,Fmort,pred_rec,biom,expl_biom,expl_abd,spawn_biom
1975,0,0.034820835418703136,0.9442990550717314,65.28824744995153,50.53504864656714,6.67197118022567,30.77861142626922
1976,1,0.035107054048247,0.9720633096682474,63.698743758571204,49.47273018115155,6.538075757923441,30.053259354966368
1977,2,0.02053621710805024,0.9966912586439121,62.614025092933346,48.89387792200162,6.466019529041069,29.41947596806006
1978,3,0.029328147599022587,1.0278515017893848,61.67789630540928,48.16356252778431,6.364040595196218,29.04926806260863
1979,4,0.04540979675818963,19.884974664182,109.35457324181182,46.84127055689508,6.194854431231795,28.653287115690507
1980,5,0.03390401444622538,1.0410396649548628,112.36171094730688,45.94913242377734,6.128161389286756,28.881004703246983
1981,6,0.026350370213640454,1.0664290958647695,114.56497436792564,48.24034010588538,6.771682883421908,29.884295724358154
1982,7,0.027776773813676683,1.0984574047329851,115.64395364978571,61.61578284863259,9.566849612695382,35.36424222103721
1983,8,0.0347809304474686,1.08611001507235,115.15169325360534,73.18415304019844,11.405351675739624,40.5870292508146
1984,9,0.0285682309281628,1.0752245458123746,113.55870013043663,83.67483644369364,12.986580379114775,46.32666729139318
1985,10,0.04048107712925757,1.0047058259889143,110.41350400398879,93.45122956132398,14.350788981153192,50.351602228041536
1986,11,0.05607708414909517,0.9047960935970786,105.29493320498429,90.89416655783556,13.443637192735858,51.0706328191912
1987,12,0.05360708167267429,0.7715864819516752,99.24338989354733,85.91998319472727,12.27309661487397,49.35565106967605
1988,13,0.05912583347003792,0.6246757149197175,92.63476830163624,80.55833675184623,11.18237469478717,47.20461012199567
1989,14,0.055931058706793824,0.5149196610150698,85.87454479562071,75.27640135971892,10.205866348830506,44.284682373465785
1990,15,0.05232947577827779,0.44097397664362337,79.40330461942605,70.28101385274053,9.339703241124871,41.512634216538494
1991,16,0.06656031039783183,0.40332569632840404,72.71447205779083,64.79891206387241,8.461992022704127,38.57745126238256
1992,17,0.07848987698302677,0.39052487448489903,65.72716268265087,58.754189373835885,7.555195180417662,35.375964467835644
1993,18,0.12019620886838135,0.4115965645770666,57.99624951874649,51.50940167063826,6.5380214683001645,31.629554409119102
1994,19,0.11291116916941078,0.5127665858099231,50.98920104409152,44.65561444773435,5.608136048216493,27.295152594615917
1995,20,0.12698199544106784,0.6577443802701461,45.268346753583835,38.34222961445785,4.77249357161943,23.618589836781812
1996,21,0.15073150857992249,0.781561524474365,40.33134303875323,32.384704478308336,4.012545556782199,20.192086848316215
1997,22,0.17968352740625915,1.158176797965299,36.83588053779122,26.866535233568193,3.3359242803587037,17.002759009234552
1998,23,0.2101082274942278,1.5631571663568289,35.04117727614963,22.07742131448605,2.7785515346590715,14.185915002676653
1999,24,0.16354274491501805,1.153219915269733,33.733280837543944,19.11331621828796,2.4719827715266556,12.019891429867412
2000,25,0.18574017090556644,1.0346971559434135,32.907918798483884,17.27556538632041,2.325213271054447,10.965559711265332
2001,26,0.14658144025601885,0.7939644066834946,32.06970076877106,16.90027666649848,2.395118658570728,10.409028725583847
2002,27,0.1386652527597102,0.6889662102760639,31.30113498840075,17.880647719498512,2.6635336044253632,10.45947205523945
2003,28,0.13530880041880355,0.6455219196018942,30.383997571896252,18.951071342098206,2.89451893500745,10.675835757300243
2004,29,0.14645791695083407,0.6170531014497823,29.198204840524497,19.213222382828846,2.947779445614285,10.774333532145084
2005,30,0.13725716669110302,0.6769547759647163,28.15948995822138,18.946783584250543,2.890450523818712,10.608272781643294
2006,31,0.13911209736362434,0.6409002113298569,27.10957745398374,18.25648730664198,2.7561254766436583,10.332695395776081
2007,32,0.10829306172694411,0.6152534349542743,26.334648708551974,17.687489425891524,2.6416392150742625,9.981769927073973
2008,33,0.11234823422763787,0.7629024840726366,26.12857246284965,17.163128823072864,2.540872972835004,9.794344060430545
2009,34,0.08367219383373041,0.8035747716478645,26.323016619204132,16.956309513722722,2.4968975945358887,9.607657387775138
2010,35,0.07997905462915264,0.6666979877153753,26.392410524176622,16.94660389440772,2.485659066630564,9.623760309613452
2011,36,0.06683931145709915,0.9468826004204265,27.30714621671732,17.03474924077883,2.4891633974882774,9.715169724333792
2012,37,0.07518347097470562,1.9290897922212142,30.810386842101913,17.240118579196423,2.520455406979941,9.937598046539767
2013,38,0.07249161947399611,1.3368074929230658,32.976105815047674,17.629106816790255,2.5861701820475966,10.183021451051303
2014,39,0.057887502659101184,1.0471392100575778,34.543113753915165,18.12138202572398,2.660467548689787,10.591765922304479
2015,40,0.05545173411462003,0.9442192344701913,35.839355717015955,19.035148872146518,2.8171132385516295,11.391467925965724
2016,NA,NA,NA,36.799225437349975,21.359007572805123,3.2400424613887933,12.33497724577228
