year,Fxx,ABC,discarded
1975,0.35,3075636.8829006297,109674.4973196434
1975,0.4,2553676.549150293,90646.9973392471
1975,0.5,1780020.974268569,62767.10689132108
1975,0.6,1228837.0912395457,43131.07246985252
1975,0.7,812731.1654049585,28399.817063337156
1976,0.35,2952378.389069085,114035.64916082818
1976,0.4,2451261.7502775015,94225.9221219783
1976,0.5,1708558.5637771063,65219.59751223955
1976,0.6,1179467.028204717,44804.04374171876
1976,0.7,780061.0014902198,29495.374752211013
1977,0.35,2859872.629950613,126488.1219559842
1977,0.4,2374252.654015529,104482.26033414435
1977,0.5,1654676.1503085187,72285.45982453553
1977,0.6,1142171.589843332,49642.15180184059
1977,0.7,755346.5419372402,32672.562491641012
1978,0.35,2842094.407554292,220174.09503168517
1978,0.4,2359526.1122326227,181589.25702603854
1978,0.5,1644443.3436091107,125351.09343409257
1978,0.6,1135121.5715517532,85951.03368823994
1978,0.7,750690.3081380188,56504.06503427498
1979,0.35,2953872.222407677,301198.9732741194
1979,0.4,2451390.32125116,248310.64262548584
1979,0.5,1707528.0162673362,171304.15557555904
1979,0.6,1178218.3532212817,117409.95852818097
1979,0.7,778971.7048396292,77160.41664206788
1980,0.35,3520247.6628064704,512670.2955248407
1980,0.4,2918136.969621704,422808.82884098904
1980,0.5,2029337.861815659,291843.48759467126
1980,0.6,1398687.7705027855,200099.75752320496
1980,0.7,923957.3930045012,131538.6205221647
1981,0.35,4700476.603867543,573128.9249578224
1981,0.4,3895189.576333558,473446.5479996527
1981,0.5,2707458.4641261892,327575.9118547878
1981,0.6,1865413.6727440387,224973.28753211067
1981,0.7,1231944.210789357,148073.09147022027
1982,0.35,5689109.909515145,508308.88760096865
1982,0.4,4715611.262856709,420199.2083561387
1982,0.5,3278878.2972550862,291035.8996726985
1982,0.6,2259671.606018624,200023.53789991493
1982,0.7,1492588.5411499534,131723.16007672137
1983,0.35,6408656.969096131,449883.79356899543
1983,0.4,5314092.131821388,371984.22750635934
1983,0.5,3697097.074995553,257725.35892706513
1983,0.6,2548892.2745317197,177170.32357713417
1983,0.7,1684120.4171364722,116693.42139427333
1984,0.35,6930295.274854469,396499.1352370258
1984,0.4,5748128.446239042,327937.05051773327
1984,0.5,4000568.511448087,227302.06251358025
1984,0.6,2758838.8603561055,156301.47842593494
1984,0.7,1823193.408852962,102970.38629947678
1985,0.35,7342076.350802428,344309.4590548417
1985,0.4,6092019.464116129,284769.4556100659
1985,0.5,4242292.743242267,197378.85179072485
1985,0.6,2926685.5991969598,135723.872558112
1985,0.7,1934682.8442562018,89413.354304204855
1986,0.35,7428465.245385759,303541.7651774546
1986,0.4,6165185.064048356,251061.90040841023
1986,0.5,4294748.750602116,174025.84567097656
1986,0.6,2963600.9856627937,119670.5087159716
1986,0.7,1959443.82025372,78839.96292015506
1987,0.35,7237881.4048542,267274.5406348742
1987,0.4,6007874.979935341,221093.22045356888
1987,0.5,4186038.3509480054,153281.2810501615
1987,0.6,2889006.316819503,105419.02651881422
1987,0.7,1910331.3322980555,69457.70879689718
1988,0.35,6951566.308509538,236135.42638700496
1988,0.4,5770725.515108334,195373.34624455337
1988,0.5,4021316.3746346897,135489.31667838225
1988,0.6,2775569.9054739736,93201.60161797085
1988,0.7,1835443.688545986,61417.33935138314
1989,0.35,6573431.309125966,204468.06840982582
1989,0.4,5457322.445085179,169194.49477352548
1989,0.5,3803427.224582699,117356.91030263354
1989,0.6,2625422.8692634604,80739.32326598911
1989,0.7,1736273.2233364766,53210.36681964365
1990,0.35,6190266.027218307,175888.78283180273
1990,0.4,5139698.056797005,145555.16764956366
1990,0.5,3582551.129881405,100969.98535642352
1990,0.6,2473192.719951048,69470.19772928218
1990,0.7,1635714.7847703535,45785.9336631806
1991,0.35,5809419.038935008,151919.69434464388
1991,0.4,4823918.7783389855,125718.45271565218
1991,0.5,3362880.830695339,87208.24818090165
1991,0.6,2321756.485297951,60001.187781035056
1991,0.7,1535662.552488076,39544.911726729595
1992,0.35,5302448.380065589,136330.0304118386
1992,0.4,4403103.841684433,112811.83518591983
1992,0.5,3069675.748204399,78249.56720273888
1992,0.6,2119400.921971206,53834.751406306226
1992,0.7,1401857.0414201636,35479.50854492493
1993,0.35,4783636.717454408,121024.16294799194
1993,0.4,3972503.05748006,100120.84264356713
1993,0.5,2769696.452661653,69421.11870520517
1993,0.6,1912391.7534555048,47748.641713170284
1993,0.7,1264985.144388431,31462.493838123424
1994,0.35,4094033.575298495,113524.96147265035
1994,0.4,3399763.7415440255,93882.75538995686
1994,0.5,2370304.2963269292,65061.508130668175
1994,0.6,1636590.6893567408,44733.63844672925
1994,0.7,1082535.5978672286,29467.8063611097
1995,0.35,3564130.6984219267,111892.26709364312
1995,0.4,2959657.9611539743,92482.57656579967
1995,0.5,2063399.9800173668,64040.92921163303
1995,0.6,1424656.4819720557,44007.842694269435
1995,0.7,942335.3543418418,28977.878305170645
1996,0.35,3096974.0093361554,116871.24041247407
1996,0.4,2571468.828389431,96559.31286871935
1996,0.5,1792500.2334480681,66825.11265137068
1996,0.6,1237489.4348532367,45902.44603539004
1996,0.7,818472.0355873378,30216.262315716867
1997,0.35,2709137.401101104,124329.33164985239
1997,0.4,2249096.731606659,102692.18087678349
1997,0.5,1567435.8260759613,71040.07637323362
1997,0.6,1081944.7818648613,48783.548817600604
1997,0.7,715513.4232495265,32105.82271144755
1998,0.35,2385275.288822061,135742.88144269312
1998,0.4,1979808.6654450577,112100.94033594309
1998,0.5,1379338.0376715139,77530.21318851774
1998,0.6,951902.4307792209,53231.398830476865
1998,0.7,629412.7046479919,35028.673406232105
1999,0.35,2127594.382352973,143629.00940182625
1999,0.4,1765499.9823967793,118597.06185812803
1999,0.5,1229593.6033079699,82006.41107012935
1999,0.6,848352.1252771915,56296.75010013654
1999,0.7,560840.7066364869,37041.908009376595
2000,0.35,2074692.515422116,164139.79817738963
2000,0.4,1721123.8870066537,135522.23070966755
2000,0.5,1198205.2520391606,93698.45112908704
2000,0.6,826463.9417408081,64317.762658472704
2000,0.7,546256.6040938582,42316.81758971058
2001,0.35,2091078.1221477594,173189.42365302582
2001,0.4,1734363.4855870611,143037.77800968674
2001,0.5,1207063.810330901,98938.39973414232
2001,0.6,832401.0300371795,67935.57047668903
2001,0.7,550095.4638728345,44707.342002389094
2002,0.35,2196135.823935981,175213.99270112574
2002,0.4,1821352.5040879822,144744.92440502235
2002,0.5,1267455.9453276421,100154.4399291759
2002,0.6,873975.4840221307,68787.44300152143
2002,0.7,577534.3192992682,45276.23019373787
2003,0.35,2312498.960122715,171295.96489851753
2003,0.4,1917906.722782582,141548.06511569605
2003,0.5,1334695.3989407897,97982.41577179034
2003,0.6,920363.4061928521,67314.83025376538
2003,0.7,608199.1356522283,44316.34601876844
2004,0.35,2401251.3435680023,158706.92831533754
2004,0.4,1991707.865240198,131184.40270352343
2004,0.5,1386248.485154886,90847.85134984132
2004,0.6,956005.5904272781,62432.221657044356
2004,0.7,631797.8261328287,41111.19204142653
2005,0.35,2427097.8561137067,144507.63829067472
2005,0.4,2013460.5899439473,119456.85787580843
2005,0.5,1401706.4231887283,82735.76469735049
2005,0.6,966818.9082509644,56862.037941558716
2005,0.7,639019.2596219336,37445.52694500437
2006,0.35,2427600.8769542314,133000.44448706714
2006,0.4,2014153.532514407,109949.1027014981
2006,0.5,1402467.739912598,76155.39220409303
2006,0.6,967478.4086272642,52341.79397953473
2006,0.7,639521.2718821646,34469.91512786874
2007,0.35,2400305.3056799565,124098.30342657563
2007,0.4,1991726.409840369,102590.06899993839
2007,0.5,1387074.0875551591,71058.44220767937
2007,0.6,956966.5347580175,48838.7652551164
2007,0.7,632625.537224917,32163.041331513552
2008,0.35,2391199.4888594523,117660.7663880417
2008,0.4,1984364.807622939,97269.96109961765
2008,0.5,1382143.8596742686,67375.25491442667
2008,0.6,953659.7629130103,46308.15940128755
2008,0.7,630486.0923857397,30496.928570476397
2009,0.35,2357654.849972326,113423.7130063271
2009,0.4,1956661.271211584,93759.03546863534
2009,0.5,1362983.4606723022,64935.24125059169
2009,0.6,940504.736036509,44627.23689894092
2009,0.7,621821.1877949465,29388.051289858202
2010,0.35,2356273.60360033,111937.68711522906
2010,0.4,1955590.4030388284,92525.68836510912
2010,0.5,1362314.2050096786,64076.08123005554
2010,0.6,940080.0412675393,44034.39370506708
2010,0.7,621558.713279064,28996.48536642647
2011,0.35,2361968.5106617613,110202.98694484484
2011,0.4,1960340.6890789487,91098.79440450668
2011,0.5,1365647.761519145,63094.88062683317
2011,0.6,942392.2948016011,43363.39857069721
2011,0.7,623093.4243908224,28556.249663217186
2012,0.35,2377427.410511155,104648.0915108797
2012,0.4,1973235.992016494,86527.72174916761
2012,0.5,1374696.7047620097,59949.895724849936
2012,0.6,948668.1906187613,41211.955921025576
2012,0.7,627258.3943820813,27144.363346271843
2013,0.35,2357899.2031691195,94965.25267111712
2013,0.4,1957163.2785078243,78536.346457497
2013,0.5,1363636.073262635,54428.10016828137
2013,0.6,941101.0660578832,37423.24199115733
2013,0.7,622287.3049264707,24652.451580498422
2014,0.35,2311866.202573761,86968.91391919862
2014,0.4,1919106.8468826867,71923.25891406892
2014,0.5,1337275.3333278971,49844.987568429344
2014,0.6,922982.9209693797,34272.035982842965
2014,0.7,610343.6013797869,22576.622528534874
2015,0.35,2265789.0787106412,89033.62991316662
2015,0.4,1881029.0693310674,73590.06194300353
2015,0.5,1310915.1933643213,50959.38385764503
2015,0.6,904872.6509442254,35018.818523221256
2015,0.7,598408.7783500153,23059.054644231004
2016,0.35,2222044.646951472,96659.65058403078
2016,0.4,1844756.8031446442,79843.45673194679
2016,0.5,1285681.7904825625,55239.718023266294
2016,0.6,887477.2699377666,37936.30287812779
2016,0.7,586915.9869741828,24968.42799364768
2017,0.35,2243006.2414926914,119010.55060058768
2017,0.4,1861875.9244943236,98269.42123307465
2017,0.5,1297328.5309801078,67950.72515176602
2017,0.6,895381.0354611884,46647.77984410211
2017,0.7,592076.650124044,30693.193148340553
2018,0.35,2318883.6173019586,158405.04952764566
2018,0.4,1924586.304292811,130770.59368988177
2018,0.5,1340745.9630881022,90396.66674504444
2018,0.6,925212.029778944,62043.48902205429
2018,0.7,611736.2387913422,40816.70306303236
2019,0.35,2428250.99916661,180910.0990402392
2019,0.4,2015009.7109916622,149329.20110656516
